author,download_url,volume,dl_label,dl_pwd,dl_update,novel_link,update,main,alt
朝浦,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/Death Need Round - 朝浦 - 20141023.epub,,,,,,2014-10-23,Death Need Round,
荻原规子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/RDG 濒危物种少女 - 荻原规子 - 20141022.epub,,,,,,2014-10-22,RDG 濒危物种少女,
雑破业,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/拜托了双子星(星空的邂逅2) - 雑破业 - 20141018.epub,,,,,,2014-10-18,拜托了双子星,星空的邂逅2
逢空万太,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/袭来!美少女邪神(潜行吧!奈亚子) - 逢空万太 - 20141012.epub,,,,,,2014-10-12,袭来!美少女邪神,潜行吧!奈亚子
田尾典丈,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/金女友、银女友还是普通女友？(我和她、她还有她) - 田尾典丈 - 20141011.epub,,,,,,2014-10-11,金女友、银女友还是普通女友？,我和她、她还有她
物草纯平,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/虫之荒石园 - 物草纯平 - 20141011.epub,,,,,,2014-10-11,虫之荒石园,
伊坂幸太郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/死神的浮力 - 伊坂幸太郎 - 20141007.epub,,,,,,2014-10-07,死神的浮力,
佐藤ケイ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/肌肉之神马思鲁 - 佐藤ケイ - 20141007.epub,,,,,,2014-10-07,肌肉之神马思鲁,
有川浩,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/平行处的阳光 - 有川浩 - 20141004.epub,,,,,,2014-10-04,平行处的阳光,
镜贵也,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/天魔黑兔(曾几何时天魔的黑兔) - 镜贵也 - 20141004.epub,,,,,,2014-10-04,天魔黑兔,曾几何时天魔的黑兔
爱川樱,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/天才作家铃铃的秘密档案 - 爱川樱 - 20141003.epub,,,,,,2014-10-03,天才作家铃铃的秘密档案,
黑野伸一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/下脚蔬菜村的败部复活大作战 - 黑野伸一 - 20141003.epub,,,,,,2014-10-03,下脚蔬菜村的败部复活大作战,
三上延,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/天空的阿卡米雷斯 - 三上延 - 20141002.epub,,,,,,2014-10-02,天空的阿卡米雷斯,
春日秋人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/绝对服从少女(绝对服从女孩) - 春日秋人 - 20140930.epub,,,,,,2014-09-30,绝对服从少女,绝对服从女孩
七尾与史,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/山手线侦探团 - 七尾与史 - 20140929.epub,,,,,,2014-09-29,山手线侦探团,
逢空万太,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/walkyrie works - 逢空万太 - 20140927.epub,,,,,,2014-09-27,walkyrie works,
田尾典丈,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/欢迎光临美少女游戏世界 - 田尾典丈 - 20140926.epub,,,,,,2014-09-26,欢迎光临美少女游戏世界,
林智明,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/圣魔少女 - 林智明 - 20140924.epub,,,,,,2014-09-24,圣魔少女,
村山早纪,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/花开人家 - 村山早纪 - 20140922.epub,,,,,,2014-09-22,花开人家,
大山淳子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/奇迹寄物商 - 大山淳子 - 20140922.epub,,,,,,2014-09-22,奇迹寄物商,
片冈智晴,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/水的边缘 - 片冈智晴 - 20140920.epub,,,,,,2014-09-20,水的边缘,
绢野帽子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/不能使用攻击魔法的魔法师 - 绢野帽子 - 20140920.epub,,,,,,2014-09-20,不能使用攻击魔法的魔法师,
勇岭薰,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/都市冒险王 - 勇岭薰 - 20140916.epub,,,,,,2014-09-16,都市冒险王,
辻村深月,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/水底祭典 - 辻村深月 - 20140915.epub,,,,,,2014-09-15,水底祭典,
朝野始,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/推荐一起共度初体验的她(初体验推荐彼女) - 朝野始 - 20140912.epub,,,,,,2014-09-12,推荐一起共度初体验的她,初体验推荐彼女
栗山绿,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/小魔女Doremi16 - 栗山绿 - 20140911.epub,,,,,,2014-09-11,小魔女Doremi16,
樱井光,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/杀戮之电脑终结者 - 樱井光 - 20140910.epub,,,,,,2014-09-10,杀戮之电脑终结者,
有川浩,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/飞翔公关室 - 有川浩 - 20140906.epub,,,,,,2014-09-06,飞翔公关室,
夏希のたね,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/鬼灵精事件簿!(妖怪狂想曲!) - 夏希のたね - 20140905.epub,,,,,,2014-09-05,鬼灵精事件簿!,妖怪狂想曲!
池端亮,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/僵尸少女的入学 - 池端亮 - 20140903.epub,,,,,,2014-09-03,僵尸少女的入学,
宫下隼一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/假面骑士剑 - 宫下隼一 - 20140901.epub,,,,,,2014-09-01,假面骑士剑,
矢野唯,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/我与男生与青春期妄想的她们 - 矢野唯 - 20140831.epub,,,,,,2014-08-31,我与男生与青春期妄想的她们,
上月雨音,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/SHI-NO 黑魂少女 - 上月雨音 - 20140831.epub,,,,,,2014-08-31,SHI-NO 黑魂少女,
谷村大四郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/翠星上的加尔冈缇亚 - 谷村大四郎 - 20140831.epub,,,,,,2014-08-31,翠星上的加尔冈缇亚,
时雨泽惠一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/那片大陆上的故事 - 时雨泽惠一 - 20140831.epub,,,,,,2014-08-31,那片大陆上的故事,
竹宫悠由子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/青春纪行(金色年华) - 竹宫悠由子 - 20140831.epub,,,,,,2014-08-31,青春纪行,金色年华
川口士,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/这个家里有没有勇者大人或者救世主大人呢？ - 川口士 - 20140827.epub,,,,,,2014-08-27,这个家里有没有勇者大人或者救世主大人呢？,
京极夏彦,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/百器徒然袋 - 京极夏彦 - 20140826.epub,,,,,,2014-08-26,百器徒然袋,
三秋缒,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/Starting Over 重启人生 - 三秋缒 - 20140826.epub,,,,,,2014-08-26,Starting Over 重启人生,
瑞智士记,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/幽灵列车与金平糖 - 瑞智士记 - 20140823.epub,,,,,,2014-08-23,幽灵列车与金平糖,
兔月龙之介,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/来自流星的丝碧卡 - 兔月龙之介 - 20140821.epub,,,,,,2014-08-21,来自流星的丝碧卡,
二阶堂纮嗣,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/伪恶之王 - 二阶堂纮嗣 - 20140819.epub,,,,,,2014-08-19,伪恶之王,
十月ユウ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/银之十字架与吸血姬 - 十月ユウ - 20140819.epub,,,,,,2014-08-19,银之十字架与吸血姬,
平山梦明,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/导弹人 - 平山梦明 - 20140814.epub,,,,,,2014-08-14,导弹人,
佐久良刚,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/我一点也不适合当侦探 - 佐久良刚 - 20140814.epub,,,,,,2014-08-14,我一点也不适合当侦探,
本谷有希子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/爱的禁行式 - 本谷有希子 - 20140814.epub,,,,,,2014-08-14,爱的禁行式,
瓜亚锭,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/恋爱合战！ - 瓜亚锭 - 20140811.epub,,,,,,2014-08-11,恋爱合战！,
子安秀明,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/枪与假面(枪的假面舞会) - 子安秀明 - 20140802.epub,,,,,,2014-08-02,枪与假面,枪的假面舞会
おけむら,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/勇者互助公会 交流型留言板 - おけむら - 20140731.epub,,,,,,2014-07-31,勇者互助公会 交流型留言板,
赤村次郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/碧可梦境大冒险 - 赤村次郎 - 20140730.epub,,,,,,2014-07-30,碧可梦境大冒险,
冬木冬树,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/无气力勇者与好奇的魔王(颓废勇者和好奇心魔王) - 冬木冬树 - 20140730.epub,,,,,,2014-07-30,无气力勇者与好奇的魔王,颓废勇者和好奇心魔王
山形石雄,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/战斗司书 - 山形石雄 - 20140729.epub,,,,,,2014-07-29,战斗司书,
柄本和昭,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/天之弱 - 柄本和昭 - 20140729.epub,,,,,,2014-07-29,天之弱,
ひびき游,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/少女与战车 - ひびき游 - 20140728.epub,,,,,,2014-07-28,少女与战车,
浅野敦子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/野球少年 - 浅野敦子 - 20140727.epub,,,,,,2014-07-27,野球少年,
藤木禀,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/梵蒂冈奇迹调查官 - 藤木禀 - 20140722.epub,,,,,,2014-07-22,梵蒂冈奇迹调查官,
自然之敌P,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/阳炎眩乱(阳炎DAYS／蜉蝣daze) - 自然之敌P - 20140721.epub,,,,,,2014-07-21,阳炎眩乱,阳炎DAYS／蜉蝣daze
风见周,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/我们就爱肉麻放闪耍甜蜜(和她们卿卿我我) - 风见周 - 20140721.epub,,,,,,2014-07-21,我们就爱肉麻放闪耍甜蜜,和她们卿卿我我
三木なずな,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/珍爱物语！一觉醒来爱我的妹妹竟然变得比我大 - 三木なずな - 20140721.epub,,,,,,2014-07-21,珍爱物语！一觉醒来爱我的妹妹竟然变得比我大,
冈崎登,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/这间教室被不回家社占领了 - 冈崎登 - 20140721.epub,,,,,,2014-07-21,这间教室被不回家社占领了,
东川笃哉,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/蛮憨女侦探事件簿 - 东川笃哉 - 20140719.epub,,,,,,2014-07-19,蛮憨女侦探事件簿,
月见草平,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/辉夜魔王式! - 月见草平 - 20140717.epub,,,,,,2014-07-17,辉夜魔王式!,
山田有,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/沃泰克斯学园战记 - 山田有 - 20140717.epub,,,,,,2014-07-17,沃泰克斯学园战记,
泷上耕,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/青春猫熊乐团 - 泷上耕 - 20140716.epub,,,,,,2014-07-16,青春猫熊乐团,
干,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/神明大人的工作(神明的工作) - 干 - 20140716.epub,,,,,,2014-07-16,神明大人的工作,神明的工作
铃木大辅,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/鸠子与我的爱情喜剧 - 铃木大辅 - 20140713.epub,,,,,,2014-07-13,鸠子与我的爱情喜剧,
清水文化,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/守护灵系列(前门有好胜巫女 后门有没用守护灵) - 清水文化 - 20140713.epub,,,,,,2014-07-13,守护灵系列,前门有好胜巫女 后门有没用守护灵
橘ぱん,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/美少女死神还我H之魂! - 橘ぱん - 20140713.epub,,,,,,2014-07-13,美少女死神还我H之魂!,
天草白,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/恋爱0公里 一个假如说的故事 - 天草白 - 20140710.epub,,,,,,2014-07-10,恋爱0公里 一个假如说的故事,
细音启,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/冰结镜界的伊甸 - 细音启 - 20140709.epub,,,,,,2014-07-09,冰结镜界的伊甸,
樋口用考,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/月之誓约与原书的公主 - 樋口用考 - 20140708.epub,,,,,,2014-07-08,月之誓约与原书的公主,
森田阳一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/双胞胎与青梅竹马的四人命案(双子与青梅竹马的四杀) - 森田阳一 - 20140707.epub,,,,,,2014-07-07,双胞胎与青梅竹马的四人命案,双子与青梅竹马的四杀
浅野敦子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/刺杀结之丞 - 浅野敦子 - 20140707.epub,,,,,,2014-07-07,刺杀结之丞,
辻村深月,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/太阳坐落之处 - 辻村深月 - 20140704.epub,,,,,,2014-07-04,太阳坐落之处,
入间人间,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/蜥蜴王 - 入间人间 - 20140704.epub,,,,,,2014-07-04,蜥蜴王,
小岩井莲二,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/你并不孤单 - 小岩井莲二 - 20140704.epub,,,,,,2014-07-04,你并不孤单,
ツカサ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/九十九的空伞 - ツカサ - 20140704.epub,,,,,,2014-07-04,九十九的空伞,
からて,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/马卡龙女孩的地球千年之旅 - からて - 20140703.epub,,,,,,2014-07-03,马卡龙女孩的地球千年之旅,
浅野敦子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/众神的午睡 - 浅野敦子 - 20140703.epub,,,,,,2014-07-03,众神的午睡,
椎野美由贵,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/打工魔法师 - 椎野美由贵 - 20140703.epub,,,,,,2014-07-03,打工魔法师,
中村学,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/深海编年史(记录大洋底) - 中村学 - 20140703.epub,,,,,,2014-07-03,深海编年史,记录大洋底
千田诚行,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/天空的莉莉娅 - 千田诚行 - 20140703.epub,,,,,,2014-07-03,天空的莉莉娅,
深山ユーキ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/逆天传说 - 深山ユーキ - 20140703.epub,,,,,,2014-07-03,逆天传说,
サイトウケンジ,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/圣剑与魔龙的世界 - サイトウケンジ - 20140702.epub,,,,,,2014-07-02,圣剑与魔龙的世界,
二宫敦人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/暗黑学校 - 二宫敦人 - 20140630.epub,,,,,,2014-06-30,暗黑学校,
阿部智里,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/乌鸦姬不宜穿华裳 - 阿部智里 - 20140628.epub,,,,,,2014-06-28,乌鸦姬不宜穿华裳,
长冈真纪子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/期间限定妹妹(限期妹妹) - 长冈真纪子 - 20140626.epub,,,,,,2014-06-26,期间限定妹妹,限期妹妹
物草纯平,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/The ScrowMan ＆ FairyLolipops - 物草纯平 - 20140622.epub,,,,,,2014-06-22,The ScrowMan ＆ FairyLolipops,
木下半太,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/三分之一 - 木下半太 - 20140619.epub,,,,,,2014-06-19,三分之一,
夏绿,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/人气妹妹与受难的我(女生人气妹和受难的我) - 夏绿 - 20140617.epub,,,,,,2014-06-17,人气妹妹与受难的我,女生人气妹和受难的我
嬉野秋彦,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/格斗天王97(拳王97) - 嬉野秋彦 - 20140616.epub,,,,,,2014-06-16,格斗天王97,拳王97
SOW,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/大长篇恶魔奶爸 - SOW - 20140615.epub,,,,,,2014-06-15,大长篇恶魔奶爸,
村田治,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/不推理的名侦探 - 村田治 - 20140615.epub,,,,,,2014-06-15,不推理的名侦探,
大崎知仁,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/银魂 3年Z组银八老师 - 大崎知仁 - 20140615.epub,3,2025-04-28,b00g39glli,fu33,https://www.wenku8.net/book/35.htm,fu33,银魂 3年Z组银八老师,
田中桂 富松元气,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/魔塔大陆 - 田中桂 富松元气 - 20140614.epub,,,,,,2014-06-14,魔塔大陆,
樱坂洋,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/杀戮轮回 ALL YOU NEED IS KILL - 樱坂洋 - 20140612.epub,,,,,,2014-06-12,杀戮轮回 ALL YOU NEED IS KILL,
野山风一郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/认真和我谈恋爱！！ - 野山风一郎 - 20140612.epub,,,,,,2014-06-12,认真和我谈恋爱！！,
入间人间,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/我的小规模奇迹 - 入间人间 - 20140610.epub,,,,,,2014-06-10,我的小规模奇迹,
赛目和七,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/傀儡师神乐 - 赛目和七 - 20140609.epub,,,,,,2014-06-09,傀儡师神乐,
松浦寿辉,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/川之光 - 松浦寿辉 - 20140601.epub,,,,,,2014-06-01,川之光,
入间人间,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/爱上她的12种方法 - 入间人间 - 20140531.epub,,,,,,2014-05-31,爱上她的12种方法,
有栖川有栖,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/江神二郎系列 - 有栖川有栖 - 20140528.epub,,,,,,2014-05-28,江神二郎系列,
喜多见かなた,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/我和她的青春辩论(我与她的青春争论) - 喜多见かなた - 20140524.epub,,,,,,2014-05-24,我和她的青春辩论,我与她的青春争论
岩井恭平,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/虫之歌 - 岩井恭平 - 20140521.epub,,,,,,2014-05-21,虫之歌,
辻村深月,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/请杀了我 - 辻村深月 - 20140520.epub,,,,,,2014-05-20,请杀了我,
朝浦,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/便当(半价便当争夺战) - 朝浦 - 20140519.epub,,,,,,2014-05-19,便当,半价便当争夺战
ケルビム,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/打工处是邪恶组织 - ケルビム - 20140519.epub,,,,,,2014-05-19,打工处是邪恶组织,
太田僚,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/请给我正常的室友 - 太田僚 - 20140517.epub,,,,,,2014-05-17,请给我正常的室友,
村山早纪,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/黄昏堂便利商店 - 村山早纪 - 20140514.epub,,,,,,2014-05-14,黄昏堂便利商店,
森田季节,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/神圣魔法师漆黑的漆原小姐 - 森田季节 - 20140513.epub,,,,,,2014-05-13,神圣魔法师漆黑的漆原小姐,
羽田辽亮,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/LEGAL FANTASY 律色幻想 - 羽田辽亮 - 20140513.epub,,,,,,2014-05-13,LEGAL FANTASY 律色幻想,
海冬零儿,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/丧女会的不当日常 - 海冬零儿 - 20140513.epub,,,,,,2014-05-13,丧女会的不当日常,
小牧桃子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/心之国的爱丽丝 - 小牧桃子 - 20140511.epub,,,,,,2014-05-11,心之国的爱丽丝,
山口幸三郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/侦探·日暮旅人 - 山口幸三郎 - 20140510.epub,,,,,,2014-05-10,侦探·日暮旅人,
成田良悟,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/BLEACH Spirits Are Forever With You(死神外传小说) - 成田良悟 - 20140507.epub,,,,,,2014-05-07,BLEACH Spirits Are Forever With You,死神外传小说
上总朋大,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/天翔虎军师 - 上总朋大 - 20140507.epub,,,,,,2014-05-07,天翔虎军师,
森田季节,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/你的侍奉只有这种程度吗？ - 森田季节 - 20140507.epub,,,,,,2014-05-07,你的侍奉只有这种程度吗？,
おかず,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/超次元游戏海王星 - おかず - 20140507.epub,,,,,,2014-05-07,超次元游戏海王星,
合作,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/惊悚文集 - 合作 - 20140506.epub,,,,,,2014-05-06,惊悚文集,
村崎幸也,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/浮游学园的爱丽丝＆雪莉 - 村崎幸也 - 20140506.epub,,,,,,2014-05-06,浮游学园的爱丽丝＆雪莉,
朱门优,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/相亲于盛夏 再会翱翔天际之风 - 朱门优 - 20140506.epub,,,,,,2014-05-06,相亲于盛夏 再会翱翔天际之风,
藤谷ある,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/我的现实与网游被恋爱喜剧侵蚀了(不妙我的现实和网游正被浪漫轻喜剧侵蚀) - 藤谷ある - 20140501.epub,,,,,,2014-05-01,我的现实与网游被恋爱喜剧侵蚀了,不妙我的现实和网游正被浪漫轻喜剧侵蚀
小路幸也,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/东京下町古书店 - 小路幸也 - 20140501.epub,,,,,,2014-05-01,东京下町古书店,
すえばしけん,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/彷徨神姬的剑使徒(流浪神姬的剑使徒) - すえばしけん - 20140429.epub,,,,,,2014-04-29,彷徨神姬的剑使徒,流浪神姬的剑使徒
野岛研二,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/我被女生倒追，惹妹妹生气了？ - 野岛研二 - 20140429.epub,,,,,,2014-04-29,我被女生倒追，惹妹妹生气了？,
小野不由美,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/残秽 - 小野不由美 - 20140429.epub,,,,,,2014-04-29,残秽,
天野冬景,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/白银的救世机 - 天野冬景 - 20140427.epub,,,,,,2014-04-27,白银的救世机,
日日日,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/梦日记 你的梦中，我已不在。 - 日日日 - 20140421.epub,,,,,,2014-04-21,梦日记 你的梦中，我已不在。,
山川进,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/温泉巨龙王国 - 山川进 - 20140421.epub,,,,,,2014-04-21,温泉巨龙王国,
上栖缀人,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/无赖勇者的鬼畜美学 - 上栖缀人 - 20140419.epub,,,,,,2014-04-19,无赖勇者的鬼畜美学,
冈田伸一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/奴隶区 我与23个奴隶 - 冈田伸一 - 20140418.epub,,,,,,2014-04-18,奴隶区 我与23个奴隶,
恒川光太郎,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/草祭 - 恒川光太郎 - 20140417.epub,,,,,,2014-04-17,草祭,
ゆうきりん,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/司书，剪刀，短铅笔 - ゆうきりん - 20140407.epub,,,,,,2014-04-07,司书，剪刀，短铅笔,
月本一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/圈、叉与三角——王牌，就此展开 - 月本一 - 20140331.epub,,,,,,2014-03-31,圈、叉与三角——王牌，就此展开,
后藤佑迅,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/月神来我家！ - 后藤佑迅 - 20140328.epub,,,,,,2014-03-28,月神来我家！,
红玉伊月,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/乘秋千飞翔的圣修伯里 - 红玉伊月 - 20140326.epub,,,,,,2014-03-26,乘秋千飞翔的圣修伯里,
勇岭薰,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/萌奈美即将终结世界？ - 勇岭薰 - 20140322.epub,,,,,,2014-03-22,萌奈美即将终结世界？,
水野良,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/魔法战士李维 - 水野良 - 20140317.epub,,,,,,2014-03-17,魔法战士李维,
佐藤友哉,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/镜家事件系列 - 佐藤友哉 - 20140317.epub,,,,,,2014-03-17,镜家事件系列,
鸭志田一,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/樱花庄的宠物女孩 - 鸭志田一 - 20140315.epub,,,,,,2014-03-15,樱花庄的宠物女孩,
八奈川景晶,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/日向美 宛如凛风中绽放的花 - 八奈川景晶 - 20140315.epub,,,,,,2014-03-15,日向美 宛如凛风中绽放的花,
上桥菜穗子,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/天与地的守护者 - 上桥菜穗子 - 20140313.epub,,,,,,2014-03-13,天与地的守护者,
美奈川护,https://raw.githubusercontent.com/ixinzhi/lightnovel-2014to2017/master/龙乐团！ - 美奈川护 - 20140312.epub,,,,,,2014-03-12,龙乐团！,
